COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
155,7027224011,HC CHSE IND. WRAPPED,12 OZ,12,5362001
155,7027224013,HC COL SPREAD CHEESE,2 LB,12,5362041
155,7027224019,HC CHEESE IND WRAPPE,16 OZ,12,5362021
155,7027224021,HC MEXICAN SPREAD CH,2 LB,12,5362061
153,7027224023,HC MILD CHEDDAR CHUN,8 OZ,12,5362511
153,7027224024,HC MILD CHEDDAR 1/2,10 OZ,12,5362521
153,7027224025,HC MOZZARELLA CHUNK,8 OZ,12,5362531
153,7027224027,HC MONT JACK CHUNK,8 OZ,12,5362481
153,7027224029,HC MUENSTER CHUNK,8 OZ,12,5362471
156,7027224059,~HC STRING CHEESE,10 OZ,12,5362391
156,7027224063,HC MEXICAN STRING CH,10 OZ,12,5362381
153,7027224069,HC 8 OZ MOZZARELLA B,8 OZ,12,5387651
153,7027224071,HC 16 OZ MOZZARELLA,16 OZ,12,5387671
154,7027224077,HC FANCY SHREDDED CH,8 OZ,12,5362421
154,7027224079,HC FANCY SHREDDED CH,8 OZ,12,5362421
154,7027224081,HC FANCY SHRED PIZZA,8 OZ,12,5362431
154,7027224083,HC FANCY SHREDDED MO,8 OZ,12,5362441
154,7027224087,~HEALTHY CHOICE SHRE,12 OZ,12,5362471
154,7027224093,~HEALTHY CHOICE SHRE,12 OZ,12,5362481
157,7027224105,~HC CREAM CHEESE BRI,8 OZ,36,5362341
157,7027224107,~HC CREAM CHEESE SOF,8 OZ,12,5362321
157,7027224119,HC SFT STRWBRY CREAM,8 OZ,12,5362361
154,7027252442,CNTY LINE SHRDD TACO,12 OZ,12,5390711
153,7052002103,DORMAN NO SALT SWISS,6 OZ,12,5394691
155,7052002104,DORMAN L/S MUENSTER,6 OZ,12,5302950
153,7052002148,~DORMAN NATURAL MUEN,8 OZ,12,5394671
155,7052002151,DORMAN SLICED JCK,6 OZ,12,5302960
154,7052002212,DORMN LOCHOL MUENSTE,8 OZ,12,5394801
153,7052002213,DORMAN CHDR DLTE BAR,8 OZ,12,5394851
156,7052003101,DORMAN CRMY TILSITER,6 OZ,12,5302940
154,7052003116,DORMAN L/O CHOLOSTER,6 OZ,12,5302970
153,7052003118,DORMANS LO CHOL SW S,6 OZ,12,5394761
153,7052003120,DORMAN LO CHOL AM SL,6 OZ,12,5394781
154,7052023408,DORMAN LIGHT CHDR SH,8 OZ,12,5394805
157,7055112908,OLD PENN LO-SALT CRE,8 OZ,12,5300560
155,7103025050,BORDEN SAND/MATE SWS,8 OZ,48,5366511
156,7144812601,MAYBUD GERARD BRIE T,4.5 OZ,12,5303650
156,7144812602,MAYBUD GERARD CAMEMB,4.5 OZ,12,5303660
156,7148100005,FRIENDSHIP FARMERS C,7 OZ,12,530345
156,7148100006,FRIENDSHIP FARM CHEE,7 OZ,12,530350
157,7198400007,WW IMIT CREAM CHSE,8 OZ,12,5364000
156,7270000161,MANISCHEWITZ RED HOR,8 OZ,12,3272360
156,7270000162,MANISWTZ WHITE HORSE,8 OZ,12,3272370
156,7301560070,SWISS KNIGHT CHEESE,6 OZ,12,5302850
156,7301560130,SW KNIGHT CHEESE WED,6 OZ,12,5302800
156,7301560320,SWISS KNIGHT FONDUE,14 OZ,12,5302750
153,7396005105,WIN SCHULER CHEESE B,10 OZ,12,9835541
153,7396005106,WIN SCHULER CHEESE L,10 OZ,12,9835531
153,7403000003,SORRENTO 16 OZ MOZZA,1 LB,12,5384821
154,7403000010,~SORRENTO WM SHREDDE,8 OZ,12,5390821
154,7403005045,~SORRENTO WM MOZZ\CH,8 OZ,12,5390851
154,7403006607,~SORRENTO STRING CHE,5 OZ,16,5390861
154,7403016756,~SORRENTO SHRED YELL,8 OZ,12,5390841
154,7403016758,~SORRENTO LITE SHRED,8 OZ,12,5390831
155,7419544423,MILKHOUSE CHEESE SIN,10.75O,12,5359001
155,7516500008,WW IWS AMERICAN FAT,7.5 OZ,12,5363051
155,7516500025,W.W LOW SODIUM CHEES,10 OZ,12,5367671
155,7516500026,WW IWS SWISS FAT FRE,7.5 OZ,12,5363061
152,7516504699,WW GRATED PARMESAN I,8 OZ,12,5308130
156,7550167520,SKI QUEEN GOAT CHEES,8.5 OZ,12,5302250
157,7572569005,~GENERIC CREAM CHEES,8 OZ,36,5351061
153,7580530170,STELLA FULL MOON FON,16 OZ,12,5384761
153,7580533240,STELLA MOZZARELLA SQ,1 LB,24,5384741
152,7580572614,~STELLA GRATED PARME,8 OZ,12,5305021
152,7580572665,~STELLA FRESH GRT PA,8 OZ,12,5307051
152,7580572675,~STELLA FRESH GRATED,8 OZ,12,5307061
152,7580582500,~STELLA FRESH GRT PA,8 OZ,12,5307051
154,7592530010,CF SHREDDED CHEESE,12 OZ,12,5331160
154,7592530011,CF SHREDDED MOZZAREL,12 OZ,12,5331180
155,7592530017,CF INDVL WRPD CHEESE,12 OZ,12,5331300
153,7592530019,CF EW MOZZARELLA,8 OZ,12,5331100
155,7592530041,CF LITE AMERICAN SIN,12 OZ,12,5331310
153,7592530102,C F COLBY STICK,8 OZ,12,5330920
153,7592530103,C F MED CHEDDAR STIC,8 OZ,12,5330940
153,7592530105,CF EW SHARP CHEDDAR,8 OZ,12,5331000
153,7592530106,CF MLD CHEDDAR STICK,8 OZ,12,5330980
156,7636000009,B SMKD STRING CHSE,16 OZ,12,5364100
156,7676301001,ARPIN STRIP CHEESE C,1 OZ,48,5397971
154,7717222221,FORMAGG SHRED. MOZZ.,8 OZ,12,5307100
154,7717222223,FORMAGG SHRED CHEDDA,8 OZ,12,5307150
154,7717222235,FORMAGG SHRED SALAD,8 OZ,12,5307200
157,7717266002,FORMAGG CREAM CHEESE,8 OZ,12,5300600
155,7717266705,FORMAGG YELLOW AMER,12 OZ,12,5307300
156,7824803101,GESKA SOP SAGO CONES,3 OZ,12,5364200
156,7881200010,MILLER KOSHER CHEESE,8 OZ,12,9824260
156,7881200331,MLR KSHR BABY GOUDA,7 OZ,12,9824230
156,7881200363,MILLER KOSHER GRATED,4OZ,12,9824280
156,7881200364,MILLER KSHR CHSE PAR,5 OZ,12,9824290
154,7881200725,MILLERS SLICED AMERI,12 OZ,12,5375020
154,7881200735,MILLERS SLICED MUENS,6 OZ,12,5375000
154,7881200745,MILLERS SLICED SWISS,6 OZ,12,5375010
154,7881200755,MLR KSHR CHSE SL.HIC,5 OZ,12,9824180
154,7881200765,MLR KSHR CHS SL. EDA,6 OZ,12,9824190
154,7881200785,MILLERS CHEDDAR,8OZ.,12,5375040
153,7881200815,MILLER'S BABY MUENST,8 OZ,12,9822910
153,7881200825,MLR KSHR BABY MOZZAR,8 OZ,12,9824250
154,7881200830,MILLERS STRING CHEES,4 OZ,12,5375060
155,7881200885,MILLERS AMER SLCD YE,3LB,3,9824440
154,7881200910,MILLERS SHRED MOZZER,8 OZ,12,5375070
155,7881207202,MLRS LO SOD/LO FAT S,6 OZ,12,5375050
156,7881207805,MILLERS LO SALT GOUD,7.0 OZ,12,5375130
156,7881208328,MILLERS HRB-GRLC YOG,6 OZ,12,5375090
154,7881208350,MLR KSR CHS SL.YOGUR,6 OZ,12,9824200
154,7881209725,MILLERS WHITE AMERIC,12 OZ,12,5375030
155,7881209885,MILLERS AMER SLCD WH,3LB,3,9824450
154,7881231400,MILLER'S SL AMERICAN,8 OZ,12,9822940
156,7881231500,MILLER'S SL AMERICAN,8 OZ,12,9822950
156,7978340812,LC SHIPPER/WEDGE-COM,6 OZ,72,9898980
156,7978340820,LC SHIPPER/WEDGE-COM,6 OZ,72,9898980
156,7978340821,LC SHIPPER/WEDGE-COM,6 OZ,72,9898980
156,7978340829,LC SHIPPER/WEDGE-COM,6 OZ,72,9898980
153,9396624310,ORGANIC VALLEY MILD,8 OZ,14,5303900
155,26100500000,DOM PP SLICED AMERIC,8 TO 1,10,5373901
153,26104500000,DOM  MUENSTER CHUNCK,8 TO 1,20,5390501
153,26106500000,DOM SHARP CHEDDAR CH,8 TO 1,20,5392001
153,26109000000,DOM SWISS CHUNCK,8 TO 1,20,5394001
153,26500400000,HH PP BRICK CHNK,8 TO 1,20,5391501
153,26500900000,HH PP SLCD BRICK,8 TO 1,10,5374501
153,26503000000,DOM MILD CHEDDAR CHU,8 TO 1,20,5394351
153,26503400000,DOM PP SLICED MILD C,8 TO 1,10,5375501
153,26504200000,HH PP LH CHDR CHNK,8 TO 1,20,5394101
153,26507600000,DOM SHARP CHEDDAR CH,8 TO 1,20,5392001
153,26508000000,DOM PP SLICED SHARP,8 TO 1,10,5376501
153,26510300000,HH PP NY CHDR CHNK,8 TO 1,20,5392101
153,26510400000,HH PP NY CHDR CHNK,8 TO 1,20,5392101
153,26513700000,DOM COLBY CHUNCK,8 TO 1,20,5392501
153,26514100000,DOM PP SLICED MILD C,8 TO 1,10,5376001
153,26515500000,HH PP COLBY HLFMOON,8 TO 1,20,5393001
153,26516100000,HH PRE PR FULL MOON,17-24,20,5394301
153,26520500000,DOM MONTEREY JACK CH,8 TO 1,10,5394251
153,26521900000,DOM MOZZARELLA CHUNK,8 TO 1,20,5394201
153,26522500000,DOM PP SLICED MOZZAR,8 TO 1,10,5379001
153,26522800000,DOM,MUENST,20,5390501
153,26523800000,DOM PP SLICED MUENST,8 TO 1,10,5375001
153,26527200000,DOM SWISS CHUNCK,8 TO 1,20,5394001
153,26528000000,DOM PP SLICED SWISS,8 TO 1,10,5374001
155,26532000000,DOM PP SLICED AMERIC,8 TO 1,10,5373901
153,26537200000,DOM DANISH HAVARTI C,8 TO 1,10,5390601
153,27504800000,CF RW 10# MEDIUM CHE,10#,10,5330180
153,27506800000,CF RW 10# SHARP CHED,10#,10,5330280
153,27513100000,CF RW 10# COLBY,10#,10,5330120
153,27521900000,CF RW 10# MOZZARELLA,10#,10,5330240
153,27527200000,CF RW 10# SWISS,8 TO 1,1,533030
155,72100072181,KR VELVEETA LOAF PP,32 OZ,12,5301501
155,72100072182,KR VELVEETA LOAF LIG,32 OZ,12,5301541
156,73537577002,TRAD CHO CHO CHIP CK,20 OZ,12,5390040
